GOID
3234997426
3235001158
3235001159
3235001161
3235001870
3235012158
3235012159
3235020352
3235020355
3235020357
3235025123
3235039852
3235039853
3235039856
3235039857
3235045893
3235045896
3235045897
3235048181
3235055083
3235055174
3235055175
3235055199
3235077973
3235094898
3235094899
3235094900
3235094903
3235094904
3235094905
3235110657
3235216744
3235241395
3235267944
3235267945
3235281949
3235281951
3235281953
3235286950
3235287747
3235291425
3235291453
3235291456
3235291630
3235295449
3235295450
3235319128
3235319129
3235319130
3235331838
3235341334
3235341336
3235341337
3235341339
3235341341
3235366180
3235366199
3235366242
3235371746
3235390437
3235390443
3235391253
3235399679
3235412166
3235420466
3235420467
3235420470
3235420471
3235420472
3235420475
3235429197
3235437165
3235442116
3236067124
3100721116
3100765020
3100765022
3100765026
3100765027
3100765029
3100798545
3100798546
3100798547
3100798551
3100798554
3100810506
3100810507
3100810508
3100822734
3100822737
3100822738
3100832379
3100832382
3100832383
3100832384
3100832385
3100841916
3100848649
3100848655
3100848656
3100867119
3100867120
3100867127
3100867128
3100867129
3100890098
3100890099
3100890101
3100890102
3100890104
3100913358
3100926521
3100926522
3100926524
3100926527
3100951186
3100951187
3100951190
3100951191
3100951195
3100956960
3100956964
3100962486
3100962493
3100962494
3100978068
3100979190
3100981548
3100995505
3100995506
3100995507
3100998191
3101003469
3101041628
3101079701
3101092098
3101092100
3101092101
3101092103
3101092105
3101092108
3101096737
3101100225
3101100226
3101100227
3101100228
3101100231
3101108679
3101108681
3101108686
3101118393
3101151850
3101174263
3101194709
3101194717
3101226270
3101226276
3101251983
3101251984
3101262954
3101262955
3101277033
3101323492
3101323494
3101323495
3101323496
3101337528
3101337533
3101337535
3101337536
3101337537
3101337538
3101337540
3101357271
3101360526
3101368118
3101368147
3101368162
3101370250
3101393521
3101393522
3101399561
3101498419
3101498420
3101513008
3101513009
3101513010
3101522295
3101528138
3101528140
3101535832
3101541932
3101547379
3101631598
3101631606
3101631613
3101631615
3101701260
3101778963
3101778966
3101778967
3101786582
3101786583
3101796761
3101797783
3101797784
3101800952
3101800953
3101800955
3101800960
3101800961
3101839938
3101839941
3101839942
3101839943
3101846795
3101846797
3101851063
3101907461
3101911944
3101937397
3101937399
3101937403
3101937405
3101937407
3101943802
3101943807
3101963568
3101963571
3101963574
3101963575
3101978384
3101978387
3102038788
3102038789
3102038790
3102047637
3102051818
3102051819
3102051823
3102057008
3102101805
3102126240
3102126241
